coder1,coder2,coder3,screen_name_tweets,fullname,text,timestamp,following,followers,num_tweets,location,num_likes,id,date_joined,num_days_joined,days_on_twitter
1,1,1,KI36bsxg8ozf6bg,ชัย สุขกายสบายใจ,"งานที่ทำ ดังกว่าคำที่พูด 
เจ้าหน้าที่รัฐได้พิสูจน์ ให้เห็น ว่าท่าน ตั้งใจในการแก้ปัญหา
แต่คนที่มองอย่างอคติ ก็ดูเป็นลบเสมอ
ผมเห็นเจ้าหน้ารัฐ ตั้งใจปฏิบัติหน้าที่ และ ใส่ใจในปัญหา ครับ
#รัฐบาลเตรียมพร้อม",2020-02-03 16:53:41,36,22,2673,,770,1201755584225107968,2019-12-02 22:50:00,86 days 01:10:00.000000000,86
1,1,1,trueman98587845,trueman,คุณหญิง แมร่งออกตัวแรงตั้งแต่ ข่าว Fake ละสร้างสถานการณ์ได้แบบมีคนเชื่อด้วยนะ อันที่จริงแมร่งน่าจะร่วมมือกันระหว่างฝ่ายค้านกับรัฐบาลทำงาน นี่อะไรด่ากันไปด่ากันมา #ไวรัสโคโรนา #ไวรัสอู่ฮั่น #รัฐบาลเตรียมพร้อม #เสพสื่ออย่างมีสติ #อย่าตื่นตระหนก #ทหารที่พึ่งของประชาชนทุกโอกาส,2020-01-28 13:00:38,30,4,1032,,502,1220152441666039808,2020-01-22 17:13:00,35 days 06:47:00.000000000,35
1,1,1,daengbile436,แดง ไบเล่,"ข่าวปลอม  ไม่จริง ไม่ควรแชร์ต่อ
#ไวรัสโคโรนา
#ไวรัสอู่ฮั่น
#รัฐบาลเตรียมพร้อม
#เสพสื่ออย่างมีสติ
#อย่าตื่นตระหนกhttps://twitter.com/daengbile436/status/1222364659434418177 …",2020-01-29 3:46:55,38,5,1234,,21,1219487869049307136,2020-01-20 21:12:00,37 days 02:48:00.000000000,37
0,1,1,Talone86913539,Talone,กระผมหนึ่งในพลเมืองคนไทย ขอเป็นกำลังใจให้คุณหมอ และทีมงานทุกๆท่านที่ทำหน้าอยู่ ณ จุดแสกนคัดกรอง ขอส่งกำลังใจให้พวกท่าน ขอให้พวกท่านทุกคนปลอดภัย ด้วยรักและห่วงใย #ไวรัสโคโรนา #ไวรัสอู่ฮั่น #รัฐบาลเตรียมพร้อม #เสพสื่ออย่างมีสติ #อย่าตื่นตระหนก,2020-02-01 6:04:59,123,4,234,,173,1201739583513231360,2019-12-02 21:47:00,86 days 02:13:00.000000000,86
1,1,1,trueman98587845,trueman,ต้องบอกว่ารัฐพยายามประชาสัมพันธ์ให้ผู้คนเกิดความตื่นตัวในการป้องกันไวรัส ขอบคุณกองทัพบกที่พยายามประชาสัมพันธ์ให้คนไทยได้รับรู้มากขึ้น #ไวรัสโคโรนา #ไวรัสอู่ฮั่น #รัฐบาลเตรียมพร้อม #เสพสื่ออย่างมีสติ #อย่าตื่นตระหนก,2020-01-31 4:10:54,30,4,1032,,502,1220152441666039808,2020-01-22 17:13:00,35 days 06:47:00.000000000,35
1,1,1,KI36bsxg8ozf6bg,ชัย สุขกายสบายใจ,"ขอบคุณสื่อดีๆ ดูแล้วเข้าใจง่ายครับ
#รัฐบาลเตรียมพร้อม",2020-02-03 16:46:30,36,22,2673,,770,1201755584225107968,2019-12-02 22:50:00,86 days 01:10:00.000000000,86
1,1,1,Kookik74803475,ส้มเองค่ะ,ทหารมาแล้วค๊า #รัฐบาลเตรียมพร้อม #เสพสื่ออย่างมีสติ #ไวรัสโคโรน่าสายพันธุ์ใหม่2019 #ไวรัสอู่ฮั่น,2020-01-30 8:40:33,107,12,1318,,562,1214376883946573824,2020-01-06 18:43:00,51 days 05:17:00.000000000,51
1,1,1,thaiprong,รวมใจไทยปรองดอง,"อีกด้านหนึ่งของสังคมไทย ที่ได้มองเห็นแล้วก็รู้สึกได้ว่า #แผ่นดินไทยไม่สิ้นคนดี ฉะนั้นเรามาร่วมใจกันสรา้งสังคมให้น่าอยู่ดีกว่าไหม. #ไวรัสโคโรนาสายพันธุ์ใหม่2019
#ไวรัสอู่ฮั่น
#รัฐบาลเตรียมพร้อม
#เสพสื่ออย่างมีสติ
#อย่าตื่นตระหนกhttps://twitter.com/onenews31/status/1221816691409084418 …",2020-01-28 8:26:36,304,99,78,,395,1209024400651014144,2019-12-23 00:14:00,65 days 23:46:00.000000000,65
0,0,0,paula_tanitha,tanitha tuan 段楚贞58,"ไม่อยากได้ยินคำนี้เลย ติดแล้วจากคนสู่คนในไทย และคนนั้นขับแท็กซี่ แล้วคนที่นั่งต่อจากคนจีน จะรอดม่ะ ตอนนี้ ม่ายระบาดต่อแล้วเหรอ 
#รัฐบาลเตรียมพร้อม
#ไวรัสโคโรนาสายพันธุ์ใหม่pic.twitter.com/2Gv0L6yg2O",2020-01-31 10:52:02,570,73,9009,Bangkok,9766,843637289624383488,2017-03-19 18:36:00,1074 days 05:24:00.000000000,1074
1,1,1,8eepMREvdoDjIcs,ศักดิ์สิทธิ์,"ตามข่าวเเละคัดกรองข่าวดีๆ
#ไวรัสโคโรนา
#ไวรัสอู่ฮั่น
#รัฐบาลเตรียมพร้อม
#เสพสื่ออย่างมีสติ
#อย่าตื่นตระหนก",2020-02-06 2:44:42,86,2,663,,328,1224184616346509312,2020-02-02 20:15:00,24 days 03:45:00.000000000,24
1,1,1,sakonkob2,sakonkob,"ข่าวปลอมครับ
ใช้วิจารณญาณในการวิเคราะห์ด้วยน่ะครับ
ควรเชื่อแหล่งข่าวที่เชื่อถือได้
#ไวรัสโคโรนา
#ไวรัสอู่ฮั่น
#รัฐบาลเตรียมพร้อม
#เสพสื่ออย่างมีสติ
#อย่าตื่นตระหนก
#Fakenews
#ข่าวปลอมhttps://twitter.com/AFNCThailand/status/1222793660908965890 …",2020-01-30 13:33:12,35,2,28,,26,866978782556471296,2017-05-23 04:27:00,1009 days 19:33:00.000000000,1009
1,1,1,trueman98587845,trueman,คุณหญิง แมร่งออกตัวแรงตั้งแต่ ข่าว Fake ละสร้างสถานการณ์ได้แบบมีคนเชื่อด้วยนะ อันที่จริงแมร่งน่าจะร่วมมือกันระหว่างฝ่ายค้านกับรัฐบาลทำงาน นี่อะไรด่ากันไปด่ากันมา #ไวรัสโคโรนา #ไวรัสอู่ฮั่น #รัฐบาลเตรียมพร้อม #เสพสื่ออย่างมีสติ #อย่าตื่นตระหนก #ทหารที่พึ่งของประชาชนทุกโอกาส,2020-01-28 13:00:49,30,4,1032,,502,1220152441666039808,2020-01-22 17:13:00,35 days 06:47:00.000000000,35
1,1,1,daengbile436,แดง ไบเล่,"ข่าวปลอม  ไม่จริง ไม่ควรแชร์ต่อ
#ไวรัสโคโรนา
#ไวรัสอู่ฮั่น
#รัฐบาลเตรียมพร้อม
#เสพสื่ออย่างมีสติ
#อย่าตื่นตระหนกhttps://twitter.com/daengbile436/status/1222364521496317954 …",2020-01-29 3:45:55,38,5,1234,,21,1219487869049307136,2020-01-20 21:12:00,37 days 02:48:00.000000000,37
1,1,1,KI36bsxg8ozf6bg,ชัย สุขกายสบายใจ,"ใช่ครับ ดูเจ้าหน้าที่รัฐตั้งใจ ในการทำมาก
#รัฐบาลเตรียมพร้อม",2020-02-05 5:41:09,36,22,2673,,770,1201755584225107968,2019-12-02 22:50:00,86 days 01:10:00.000000000,86
1,1,1,trueman98587845,trueman,และจีนก็กลัวว่าขนกลับมามาแพร่เชื้อ จีนโดนด่าอีก ปล่อยไปได้ไง จะมีแต่พวก ออกมารัวๆ อ้าง ว่ามีคนอยากกลับบ้าน #ไวรัสโคโรนา #ไวรัสอู่ฮั่น #รัฐบาลเตรียมพร้อม #เสพสื่ออย่างมีสติ #อย่าตื่นตระหนก #ทหารที่พึ่งของประชาชนทุกโอกาส,2020-01-28 12:36:27,30,4,1032,,502,1220152441666039808,2020-01-22 17:13:00,35 days 06:47:00.000000000,35
1,1,1,tawannak32,ทวารหนัก,"ข่าวปลอมครับ
ใช้วิจารณญาณในการวิเคราะห์ด้วยน่ะครับ
ควรเชื่อแหล่งข่าวที่เชื่อถือได้
#ไวรัสโคโรนา
#ไวรัสอู่ฮั่น
#รัฐบาลเตรียมพร้อม
#เสพสื่ออย่างมีสติ
#อย่าตื่นตระหนก
#Fakenews
#ข่าวปลอมhttps://twitter.com/AFNCThailand/status/1222825337588838400 …",2020-01-30 13:34:17,34,5,107,,8,1212927650873786368,2020-01-02 18:44:00,55 days 05:16:00.000000000,55
1,1,1,daengbile436,แดง ไบเล่,"ข่าวปลอม  ไม่จริง ไม่ควรแชร์ต่อ
#ไวรัสโคโรนา
#ไวรัสอู่ฮั่น
#รัฐบาลเตรียมพร้อม
#เสพสื่ออย่างมีสติ
#อย่าตื่นตระหนกhttps://twitter.com/daengbile436/status/1222364720365232128 …",2020-01-29 3:47:03,38,5,1234,,21,1219487869049307136,2020-01-20 21:12:00,37 days 02:48:00.000000000,37
1,1,1,KI36bsxg8ozf6bg,ชัย สุขกายสบายใจ,"เจ้าหน้าที่รัฐ ทุ่มเท ให้การทำหน้าที่ ขอชื่นชมครับ
#รัฐบาลเตรียมพร้อม",2020-02-03 16:24:12,36,22,2673,,770,1201755584225107968,2019-12-02 22:50:00,86 days 01:10:00.000000000,86
1,1,1,trueman98587845,trueman,กระผมหนึ่งในพลเมืองคนไทย ขอเป็นกำลังใจให้คุณหมอ และทีมงานทุกๆท่านที่ทำหน้าอยู่ ณ จุดแสกนคัดกรอง ขอส่งกำลังใจให้พวกท่าน ขอให้พวกท่านทุกคนปลอดภัย ด้วยรักและห่วงใย #ไวรัสโคโรนา #ไวรัสอู่ฮั่น #รัฐบาลเตรียมพร้อม #เสพสื่ออย่างมีสติ #อย่าตื่นตระหนก,2020-01-31 3:46:25,30,4,1032,,502,1220152441666039808,2020-01-22 17:13:00,35 days 06:47:00.000000000,35
1,1,1,tawannak32,ทวารหนัก,"ข่าวปลอมครับ
ใช้วิจารณญาณในการวิเคราะห์ด้วยน่ะครับ
ควรเชื่อแหล่งข่าวที่เชื่อถือได้
#ไวรัสโคโรนา
#ไวรัสอู่ฮั่น
#รัฐบาลเตรียมพร้อม
#เสพสื่ออย่างมีสติ
#อย่าตื่นตระหนก
#Fakenews
#ข่าวปลอมhttps://twitter.com/AFNCThailand/status/1222872294944464902 …",2020-01-30 13:34:06,34,5,107,,8,1212927650873786368,2020-01-02 18:44:00,55 days 05:16:00.000000000,55
1,1,1,trueman98587845,trueman,คุณหญิง แมร่งออกตัวแรงตั้งแต่ ข่าว Fake ละสร้างสถานการณ์ได้แบบมีคนเชื่อด้วยนะ อันที่จริงแมร่งน่าจะร่วมมือกันระหว่างฝ่ายค้านกับรัฐบาลทำงาน นี่อะไรด่ากันไปด่ากันมา #ไวรัสโคโรนา #ไวรัสอู่ฮั่น #รัฐบาลเตรียมพร้อม #เสพสื่ออย่างมีสติ #อย่าตื่นตระหนก #ทหารที่พึ่งของประชาชนทุกโอกาส,2020-01-28 13:00:38,30,4,1032,,502,1220152441666039808,2020-01-22 17:13:00,35 days 06:47:00.000000000,35
1,1,1,8eepMREvdoDjIcs,ศักดิ์สิทธิ์,"ตามข่าวเเละคัดกรองข่าวดีๆ
#ไวรัสโคโรนา
#ไวรัสอู่ฮั่น
#รัฐบาลเตรียมพร้อม
#เสพสื่ออย่างมีสติ
#อย่าตื่นตระหนก",2020-02-06 2:44:42,86,2,663,,328,1224184616346509312,2020-02-02 20:15:00,24 days 03:45:00.000000000,24
1,0,1,8eepMREvdoDjIcs,ศักดิ์สิทธิ์,"หมอไทยเก่งจริงๆ
#ไวรัสโคโรนา
#ไวรัสอู่ฮั่น
#รัฐบาลเตรียมพร้อม
#เสพสื่ออย่างมีสติ
#อย่าตื่นตระหนก",2020-02-06 2:50:31,86,2,663,,328,1224184616346509312,2020-02-02 20:15:00,24 days 03:45:00.000000000,24
1,1,1,daengbile436,แดง ไบเล่,"ข่าวปลอม  ไม่จริง ไม่ควรแชร์ต่อ
#ไวรัสโคโรนา
#ไวรัสอู่ฮั่น
#รัฐบาลเตรียมพร้อม
#เสพสื่ออย่างมีสติ
#อย่าตื่นตระหนกhttps://twitter.com/daengbile436/status/1222364272761507841 …",2020-01-29 3:46:18,38,5,1234,,21,1219487869049307136,2020-01-20 21:12:00,37 days 02:48:00.000000000,37
1,1,1,sakonkob2,sakonkob,"ข่าวปลอมครับ
ใช้วิจารณญาณในการวิเคราะห์ด้วยน่ะครับ
ควรเชื่อแหล่งข่าวที่เชื่อถือได้
#ไวรัสโคโรนา
#ไวรัสอู่ฮั่น
#รัฐบาลเตรียมพร้อม
#เสพสื่ออย่างมีสติ
#อย่าตื่นตระหนก
#Fakenews
#ข่าวปลอมhttps://twitter.com/AFNCThailand/status/1222825337588838400 …",2020-01-30 13:32:51,35,2,28,,26,866978782556471296,2017-05-23 04:27:00,1009 days 19:33:00.000000000,1009
1,1,1,8eepMREvdoDjIcs,ศักดิ์สิทธิ์,"ทำงานกันเป็นระบบดีมาก
#ไวรัสโคโรนา
#ไวรัสอู่ฮั่น
#รัฐบาลเตรียมพร้อม
#เสพสื่ออย่างมีสติ
#อย่าตื่นตระหนก",2020-02-06 2:41:30,86,2,663,,328,1224184616346509312,2020-02-02 20:15:00,24 days 03:45:00.000000000,24
1,1,1,KI36bsxg8ozf6bg,ชัย สุขกายสบายใจ,"เมื่อเกิดปัญหา เจ้าหน้าที่รัฐ ต้องใส่ ใจ แบบที่ทำอย่างนี้ นะครับ
#เรารักทหาร
#รัฐบาลเตรียมพร้อม",2020-02-03 16:44:22,36,22,2673,,770,1201755584225107968,2019-12-02 22:50:00,86 days 01:10:00.000000000,86
1,1,1,daengbile436,แดง ไบเล่,"ข่าวปลอม  ไม่จริง ไม่ควรแชร์ต่อ
#ไวรัสโคโรนา
#ไวรัสอู่ฮั่น
#รัฐบาลเตรียมพร้อม
#เสพสื่ออย่างมีสติ
#อย่าตื่นตระหนกhttps://twitter.com/daengbile436/status/1222364458057519104 …",2020-01-29 3:46:39,38,5,1234,,21,1219487869049307136,2020-01-20 21:12:00,37 days 02:48:00.000000000,37
1,1,1,KI36bsxg8ozf6bg,ชัย สุขกายสบายใจ,"ใช่ครับ ดูเจ้าหน้าที่รัฐตั้งใจ ในการทำมาก
#รัฐบาลเตรียมพร้อม",2020-02-05 5:41:09,36,22,2673,,770,1201755584225107968,2019-12-02 22:50:00,86 days 01:10:00.000000000,86
1,1,1,trueman98587845,trueman,ต้องบอกว่ารัฐพยายามประชาสัมพันธ์ให้ผู้คนเกิดความตื่นตัวในการป้องกันไวรัส #ไวรัสโคโรนา #ไวรัสอู่ฮั่น #รัฐบาลเตรียมพร้อม #เสพสื่ออย่างมีสติ #อย่าตื่นตระหนก สธ.ต้องเร็วต่อข่าวสารคิดว่า แถลงตอนเย็น ไม่พอ ท่านต้องพยายาม ออกสัก 3 เวลา ผู้คนจะได้อุ่นใจhttps://twitter.com/prayutofficial/status/1222450603957186560 …,2020-01-31 3:28:00,30,4,1032,,502,1220152441666039808,2020-01-22 17:13:00,35 days 06:47:00.000000000,35
1,1,1,trueman98587845,trueman,คุณหญิง แมร่งออกตัวแรงตั้งแต่ ข่าว Fake ละสร้างสถานการณ์ได้แบบมีคนเชื่อด้วยนะ อันที่จริงแมร่งน่าจะร่วมมือกันระหว่างฝ่ายค้านกับรัฐบาลทำงาน นี่อะไรด่ากันไปด่ากันมา #ไวรัสโคโรนา #ไวรัสอู่ฮั่น #รัฐบาลเตรียมพร้อม #เสพสื่ออย่างมีสติ #อย่าตื่นตระหนก #ทหารที่พึ่งของประชาชนทุกโอกาสhttps://twitter.com/ThaksinsLife/status/1222118721457549313 …,2020-01-28 13:00:55,30,4,1032,,502,1220152441666039808,2020-01-22 17:13:00,35 days 06:47:00.000000000,35
1,1,1,8eepMREvdoDjIcs,ศักดิ์สิทธิ์,"เป็นกำลังใจให้ทุกท่าน
#ไวรัสโคโรนา
#ไวรัสอู่ฮั่น
#รัฐบาลเตรียมพร้อม
#เสพสื่ออย่างมีสติ
#อย่าตื่นตระหนก",2020-02-06 2:45:40,86,2,663,,328,1224184616346509312,2020-02-02 20:15:00,24 days 03:45:00.000000000,24
1,1,1,trueman98587845,trueman,และจีนก็กลัวว่าขนกลับมามาแพร่เชื้อ จีนโดนด่าอีก ปล่อยไปได้ไง จะมีแต่พวก ออกมารัวๆ อ้าง ว่ามีคนอยากกลับบ้าน #ไวรัสโคโรนา #ไวรัสอู่ฮั่น #รัฐบาลเตรียมพร้อม #เสพสื่ออย่างมีสติ #อย่าตื่นตระหนก #ทหารที่พึ่งของประชาชนทุกโอกาสhttps://twitter.com/Itsara_Th/status/1222125603253440513 …,2020-01-28 12:36:36,30,4,1032,,502,1220152441666039808,2020-01-22 17:13:00,35 days 06:47:00.000000000,35
1,1,1,daengbile436,แดง ไบเล่,"ข่าวปลอม  ไม่จริง ไม่ควรแชร์ต่อ
#ไวรัสโคโรนา
#ไวรัสอู่ฮั่น
#รัฐบาลเตรียมพร้อม
#เสพสื่ออย่างมีสติ
#อย่าตื่นตระหนกhttps://twitter.com/daengbile436/status/1222364720365232128 …",2020-01-29 3:47:03,38,5,1234,,21,1219487869049307136,2020-01-20 21:12:00,37 days 02:48:00.000000000,37
1,1,1,KI36bsxg8ozf6bg,ชัย สุขกายสบายใจ,"ขอบคุณสื่อดีๆ ดูแล้วเข้าใจง่ายครับ
#รัฐบาลเตรียมพร้อม",2020-02-03 16:46:30,36,22,2673,,770,1201755584225107968,2019-12-02 22:50:00,86 days 01:10:00.000000000,86
1,1,1,narathon1982,Narathon1982,กระผมหนึ่งในพลเมืองคนไทย ขอเป็นกำลังใจให้คุณหมอ และทีมงานทุกๆท่านที่ทำหน้าอยู่ ณ คัดกรอง ขอส่งกำลังใจให้พวกท่าน ขอให้พวกท่านทุกคนปลอดภัย  #ไวรัสโคโรนา #ไวรัสอู่ฮั่น #รัฐบาลเตรียมพร้อม #เสพสื่ออย่างมีสติ #อย่าตื่นตระหนก,2020-02-01 1:34:30,48,2,143,,162,1204319952833925120,2019-12-10 00:40:00,78 days 23:20:00.000000000,78
0,1,1,Talone86913539,Talone,ต้องบอกว่ารัฐพยายามประชาสัมพันธ์ให้ผู้คนเกิดความตื่นตัวในการป้องกันไวรัส ขอบคุณกองทัพบกที่พยายามประชาสัมพันธ์ให้คนไทยได้รับรู้มากขึ้น #ไวรัสโคโรนา #ไวรัสอู่ฮั่น #รัฐบาลเตรียมพร้อม #เสพสื่ออย่างมีสติ #อย่าตื่นตระหนก,2020-02-01 6:18:07,123,4,234,,173,1201739583513231360,2019-12-02 21:47:00,86 days 02:13:00.000000000,86
1,1,1,trueman98587845,trueman,ต้องบอกว่ารัฐพยายามประชาสัมพันธ์ให้ผู้คนเกิดความตื่นตัวในการป้องกันไวรัส ขอบคุณกองทัพบกที่พยายามประชาสัมพันธ์ให้คนไทยได้รับรู้มากขึ้น #ไวรัสโคโรนา #ไวรัสอู่ฮั่น #รัฐบาลเตรียมพร้อม #เสพสื่ออย่างมีสติ #อย่าตื่นตระหนก,2020-01-29 6:11:37,30,4,1032,,502,1220152441666039808,2020-01-22 17:13:00,35 days 06:47:00.000000000,35
1,1,1,trueman98587845,trueman,ต้องบอกว่ารัฐพยายามประชาสัมพันธ์ให้ผู้คนเกิดความตื่นตัวในการป้องกันไวรัส ขอบคุณกองทัพบกที่พยายามประชาสัมพันธ์ให้คนไทยได้รับรู้มากขึ้น #ไวรัสโคโรนา #ไวรัสอู่ฮั่น #รัฐบาลเตรียมพร้อม #เสพสื่ออย่างมีสติ #อย่าตื่นตระหนก,2020-01-29 6:11:37,30,4,1032,,502,1220152441666039808,2020-01-22 17:13:00,35 days 06:47:00.000000000,35
1,1,1,trueman98587845,trueman,กระผมหนึ่งในพลเมืองคนไทย ขอเป็นกำลังใจให้คุณหมอ และทีมงานทุกๆท่านที่ทำหน้าอยู่ ณ จุดแสกนคัดกรอง ขอส่งกำลังใจให้พวกท่าน ขอให้พวกท่านทุกคนปลอดภัย ด้วยรักและห่วงใย #ไวรัสโคโรนา #ไวรัสอู่ฮั่น #รัฐบาลเตรียมพร้อม #เสพสื่ออย่างมีสติ #อย่าตื่นตระหนกhttps://twitter.com/DrNarumonP/status/1222430531364638721 …,2020-01-30 2:57:37,30,4,1032,,502,1220152441666039808,2020-01-22 17:13:00,35 days 06:47:00.000000000,35
1,1,1,tawannak32,ทวารหนัก,"ข่าวปลอมครับ ในเรื่องไวรัสโคโรนา มีข่าวปลอมจำนวนมาก ควรวิเคราะห์ก่อนจะตกลงใจชื่อข่าวนั้นๆ หรือควรอ่านข่าวจากแหล่งที่เชื่อถือได้ครับ
#ไวรัสโคโรนา
#ไวรัสอู่ฮั่น
#รัฐบาลเตรียมพร้อม
#เสพสื่ออย่างมีสติ
#อย่าตื่นตระหนก
#Fakenews
#ข่าวปลอมhttps://twitter.com/AFNCThailand/status/1222476916264849408 …",2020-01-29 12:37:52,34,5,107,,8,1212927650873786368,2020-01-02 18:44:00,55 days 05:16:00.000000000,55
1,1,1,KI36bsxg8ozf6bg,ชัย สุขกายสบายใจ,"ดูข่าวให้ดี อย่าเชื่อข่าวปลอม แล้วค่อยมาแสดงึวาทคิดเห็นนะครับ
#รัฐบาลเตรียมพร้อม",2020-02-02 17:52:19,36,22,2673,,770,1201755584225107968,2019-12-02 22:50:00,86 days 01:10:00.000000000,86
0,0,0,PcBuurin,Buurin.PC,"คำด่าชั่งดูน่ารักอ่อนโยน ""ไอ้ต้าวหน้าหี"" #รัฐบาลเตรียมพร้อม https://twitter.com/Epp95XeuzzJkh2Z/status/1228100521501741057 …",2020-02-14 6:32:18,46,2,244,,814,1112958982996418560,2019-04-01 23:04:00,331 days 00:56:00.000000000,331
0,0,0,autto002,Love Beach,หมดยุคกลัวม๊อป กลัวพวกยิงปืนดีกว่า ตอนยิงมันไม่เลือกนะว่าใครฝั่งไหน #รัฐบาลเตรียมพร้อม,2020-02-14 4:35:28,212,164,93469,Thailand,2046,69548600,2009-08-28 02:31:00,3834 days 21:29:00.000000000,3834
0,0,0,nongmel,Mel,สภาพคุณเมื่อเห็นแท็ค #รัฐบาลเตรียมพร้อม พร้อมเรื่องไหนพร้อมอะไรนึกพร้อมออกอยู่อย่างเดียวคือรูปนี้ เอด๊อกกกก pic.twitter.com/cBfjUnayFa,2020-02-13 17:20:31,179,29,266,,119,199297764,2010-10-06 07:28:00,3430 days 16:32:00.000000000,3430
0,0,0,zero_phet,รีวิวหยาบโกอินเตอร์,"เกิดเหตุกราดยิงที่ ซอยจุฬา เกิดเหตุกราดยิงที่ ซอยจุฬา
เกิดเหตุกราดยิงที่ ซอยจุฬา
เกิดเหตุกราดยิงที่ ซอยจุฬา
เกิดเหตุกราดยิงที่ ซอยจุฬา
เกิดเหตุกราดยิงที่ ซอยจุฬา
เกิดเหตุกราดยิงที่ ซอยจุฬา #รัฐบาลเตรียมพร้อม",2020-02-14 2:44:08,426,190,2017,กรุงเทพ,269,807424587268898816,2016-12-09 19:19:00,1174 days 04:41:00.000000000,1174
0,0,0,pimploy36,พลอยเสียว,#รัฐบาลเตรียมพร้อม ประชาชนพร้อมบวกแล้วจร้าาาา,2020-02-13 22:58:54,315,518,1740,"bkk, Thailand",185,3146201130,2015-04-09 07:45:00,1784 days 16:15:00.000000000,1784
0,0,0,weloveeveryone5,น้องกูสเบื่อลุงตู่และพปชร,"อยากให้ปฏิรูป​กองทัพจริงๆนะ  อยากให้พวกเขามีชีวิตที่ดีขึ้น  ไอ้พวกทหารห้องแอร์กับในสภารวยล้นฟ้า  ส่วนทหารระดับล่างโดนหักเบี้ยเลี้ยง​ ไม่ยุติธรรม​เอาซะเลย
#รัฐบาลเตรียมพร้อม #ประชุมสภา #กองทัพhttps://twitter.com/noname_8/status/1228092348959035397 …",2020-02-14 1:37:56,35,135,5474,,16557,1098428092534579200,2019-02-20 19:43:00,371 days 04:17:00.000000000,371
0,0,0,Gavroch2557,amore,#รัฐบาลเตรียมพร้อม ถ้ารัฐจะทำสงครามไอโอจริงๆ มึงสร้างแอคที่เชื่อถือได้ คนที่พูดจามีตรรกะ แล้วให้ข่าวสารที่มีข้อมูลจริงไม่จ้อจี้ ไม่ใช่พลทหารสมองนิ่มๆ ioมึงมีจำนวนเยอะไปก็แค่นั้นแหละ ตอบมาแต่ละเรื่องคือง่าวแท้,2020-02-15 2:00:29,287,80,64508,ภพภูมิมนุษย์,2138,2534252755,2014-05-29 22:32:00,2099 days 01:28:00.000000000,2099
0,0,0,Sarah40862521,Sarah,อะไรว่ะเนี่ยประเทศไทยมันกำลังเกิดอะไรขึ้นเดี่ยวก็ยิงกันเดี่ยวก็ฆ่ากันมีให้เห็นทุกวัน ประเทศไทยเริ่มน่ากลัวขึ้นทุกวันเริ่มไม่น่าอยู่ซะแล้วเราว่าต้องมีนักจิตวิทยาเข้ามาช่วยดูแลแล้วละไม่นั้นประเทศไทยต้องเจอเหตุการณ์แบบนี้อีกกี่ครั้ง #จุฬาซอย10 #รัฐบาลเตรียมพร้อม #ยิงกลางกรุงpic.twitter.com/UN5wvpLGwi,2020-02-14 3:49:35,206,24,1037,,475,1191298808749015040,2019-11-04 02:22:00,114 days 21:38:00.000000000,114
0,0,0,pooneyz,PNPNPN,ไปมุงกันจย้าาา ช่วยละนะ +1 #รัฐบาลเตรียมพร้อม https://twitter.com/noirisaesthetic/status/1228131733377175554 …,2020-02-14 5:50:20,110,95,1465,,4076,98192337,2009-12-20 11:54:00,3720 days 12:06:00.000000000,3720
0,0,0,cubic_lady,มานะบากบั่น,จริงๆเงินก็มีเยอะแยะบ้านหลังเดียว น่าจะเป็นเรื่องความปลอดภัยเลยอยู่ในค่ายดีกว่า  #รัฐบาลเตรียมพร้อม,2020-02-14 2:50:35,59,11,5410,,2935,831880501497458688,2017-02-15 06:59:00,1106 days 17:01:00.000000000,1106
0,0,0,lQX6GbdAMAlP33r,รพินทร์ ไพลวัลล์,"สมองหมา ปัญญาควายจริงๆ
#รัฐบาลเตรียมพร้อม",2020-02-13 23:22:26,5,1,53,,386,1187906985200508928,2019-10-25 18:41:00,124 days 05:19:00.000000000,124
0,0,0,RBookgoon,Ravee Bookgoon,"#รัฐบาลเตรียมพร้อม เดี๋ยวนะ....
ประชาชนใน#นี้ ได้นอนกันป่ะเนี่ย
ทำไมประชาชนน่ารักกันขนาดนี้ 
ถ้าเราเป็นIO เราตื้นตันน้ำตาไหลแล้วนะ
ประทับใจมาก",2020-02-14 1:30:03,107,53,8704,,15864,1095202032082800640,2019-02-11 22:04:00,380 days 01:56:00.000000000,380
0,0,0,babyin0227x,;,#รัฐบาลเตรียมพร้อม พร้อมอะไรอ่ะ พร้อมเด้งเหรอ อ่อ คงไม่ มีคนหนุนหัวอยู่นี่น่า,2020-02-16 16:21:01,187,7,4398,ในใจเตงจรื้อ,195,1175035664187842560,2019-09-20 06:15:00,159 days 17:45:00.000000000,159
0,0,0,LINHOON_HL,พี่หลินของแม่(คิดถึงควานลินมาก),แย่มาก ตั้งแต่เกิดมาจนถึงตอนนี้มันแย่จริงๆ รัฐบาลแย่ที่สุด #รัฐบาลเตรียมพร้อม,2020-02-13 23:30:12,98,15,20453,,1611,1010346883225513984,2018-06-22 19:20:00,614 days 04:40:00.000000000,614
0,0,0,gainngam, 🌸จ้าวแก้มนิ่มของแม่ 🌸,ผู้นำโง่เราจะตายกันหมด มันเห็นได้จากรัฐบาลชุดนี้  #รัฐบาลเตรียมพร้อม พร้อมพากันไปตายสิ ไอ้ควายยยย,2020-02-14 2:32:10,180,53,46842,,12563,2381580883,2014-03-09 22:25:00,2180 days 01:35:00.000000000,2180
